County,stats_type,vtd_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters
Cabarrus,voter,394,UNA,W,NL,M,Age 26 - 40,24
Cabarrus,voter,399,REP,W,UN,M,Age 26 - 40,15
Cabarrus,voter,405,REP,W,UN,U,Age 18 - 25,3
Cabarrus,voter,395,DEM,W,HL,M,Age 41 - 65,2
Cabarrus,voter,134,REP,B,UN,M,Age 41 - 65,1
Cabarrus,voter,138,UNA,W,HL,M,Age Over 66,1
Cabarrus,voter,184,DEM,W,HL,M,Age 18 - 25,1
Cabarrus,voter,376,UNA,B,NL,F,Age 26 - 40,7
Cabarrus,voter,160,UNA,I,NL,M,Age 41 - 65,1
Cabarrus,voter,184,REP,U,UN,M,Age Over 66,1
Cabarrus,voter,189,UNA,W,NL,F,Age Over 66,26
Cabarrus,voter,402,REP,W,UN,U,Age 18 - 25,1
Cabarrus,voter,190,DEM,W,UN,F,Age Over 66,5
Cabarrus,voter,135,UNA,B,NL,F,Age 18 - 25,17
Cabarrus,voter,68,UNA,W,NL,M,Age 41 - 65,154
Cabarrus,voter,135,DEM,U,UN,F,Age Over 66,2
Cabarrus,voter,135,DEM,A,NL,F,Age Over 66,2
Cabarrus,voter,395,UNA,B,UN,M,Age 18 - 25,5
Cabarrus,voter,375,DEM,O,UN,F,Age 18 - 25,1
Cabarrus,voter,62,UNA,M,NL,F,Age 26 - 40,1
Cabarrus,voter,138,REP,A,NL,M,Age 26 - 40,3
Cabarrus,voter,345,DEM,B,UN,M,Age 26 - 40,5
Cabarrus,voter,193,UNA,B,NL,M,Age 26 - 40,12
Cabarrus,voter,130,DEM,O,NL,F,Age 26 - 40,2
Cabarrus,voter,68,DEM,O,HL,M,Age 26 - 40,4
Cabarrus,voter,190,LIB,W,NL,M,Age 41 - 65,1
Cabarrus,voter,160,DEM,M,NL,F,Age 26 - 40,2
Cabarrus,voter,66,REP,M,NL,F,Age 18 - 25,1
Cabarrus,voter,132,DEM,M,NL,F,Age 18 - 25,1
Cabarrus,voter,321,REP,W,UN,F,Age 41 - 65,49
Cabarrus,voter,67,UNA,M,HL,M,Age 18 - 25,1
Cabarrus,voter,190,UNA,O,NL,F,Age Over 66,1
Cabarrus,voter,375,REP,W,HL,F,Age 18 - 25,2
Cabarrus,voter,134,UNA,W,NL,M,Age Over 66,78
Cabarrus,voter,134,DEM,O,HL,F,Age 18 - 25,1
Cabarrus,voter,376,UNA,W,NL,F,Age 41 - 65,171
Cabarrus,voter,185,UNA,B,UN,M,Age 41 - 65,7
Cabarrus,voter,185,REP,W,NL,M,Age 18 - 25,16
Cabarrus,voter,190,REP,M,NL,M,Age 26 - 40,1
Cabarrus,voter,68,UNA,O,NL,M,Age 26 - 40,3
Cabarrus,voter,134,REP,U,NL,M,Age 26 - 40,2
Cabarrus,voter,138,UNA,O,HL,M,Age Over 66,1
Cabarrus,voter,220,REP,W,HL,F,Age 26 - 40,1
Cabarrus,voter,66,REP,I,NL,M,Age Over 66,1
Cabarrus,voter,69,UNA,B,NL,F,Age 18 - 25,2
Cabarrus,voter,62,UNA,B,UN,M,Age 41 - 65,4
Cabarrus,voter,132,UNA,U,UN,F,Age 18 - 25,6
Cabarrus,voter,137,LIB,W,UN,M,Age 41 - 65,2
Cabarrus,voter,134,DEM,B,NL,M,Age 41 - 65,64
Cabarrus,voter,132,DEM,B,UN,F,Age Over 66,19
Cabarrus,voter,186,UNA,W,UN,F,Age 41 - 65,14
Cabarrus,voter,192,UNA,U,UN,M,Age 41 - 65,5
Cabarrus,voter,135,DEM,O,NL,M,Age 18 - 25,1
Cabarrus,voter,136,UNA,O,HL,F,Age 18 - 25,1
Cabarrus,voter,138,REP,U,UN,M,Age 26 - 40,5
Cabarrus,voter,138,REP,U,HL,F,Age Over 66,1
Cabarrus,voter,397,REP,I,NL,F,Age 41 - 65,2
Cabarrus,voter,135,DEM,W,UN,M,Age Over 66,6
Cabarrus,voter,160,DEM,O,HL,F,Age 26 - 40,1
Cabarrus,voter,345,REP,W,NL,F,Age 26 - 40,206
Cabarrus,voter,66,DEM,U,UN,U,Age Over 66,2
Cabarrus,voter,187,DEM,U,HL,F,Age 18 - 25,3
Cabarrus,voter,188,DEM,W,UN,F,Age 41 - 65,10
Cabarrus,voter,68,REP,B,NL,M,Age 41 - 65,3
Cabarrus,voter,401,DEM,U,HL,M,Age 18 - 25,4
Cabarrus,voter,186,UNA,A,NL,F,Age Over 66,1
Cabarrus,voter,134,REP,O,HL,F,Age 41 - 65,2
Cabarrus,voter,241,REP,W,NL,F,Age 18 - 25,31
Cabarrus,voter,404,LIB,W,UN,F,Age 41 - 65,1
Cabarrus,voter,375,UNA,U,UN,U,Age 18 - 25,18
Cabarrus,voter,137,UNA,B,UN,M,Age 18 - 25,6
Cabarrus,voter,400,UNA,M,HL,F,Age 18 - 25,1
Cabarrus,voter,403,REP,U,UN,F,Age 18 - 25,1
Cabarrus,voter,138,DEM,W,UN,F,Age Over 66,5
Cabarrus,voter,376,DEM,O,NL,M,Age Over 66,2
Cabarrus,voter,134,UNA,U,UN,U,Age 26 - 40,9
Cabarrus,voter,135,DEM,M,NL,F,Age 18 - 25,1
Cabarrus,voter,396,REP,W,HL,M,Age 18 - 25,2
Cabarrus,voter,62,DEM,M,HL,F,Age 41 - 65,1
Cabarrus,voter,67,REP,U,NL,F,Age 18 - 25,1
Cabarrus,voter,293,REP,M,UN,F,Age 41 - 65,1
Cabarrus,voter,398,DEM,U,UN,U,Age 26 - 40,1
Cabarrus,voter,132,DEM,O,NL,F,Age 26 - 40,5
Cabarrus,voter,186,DEM,M,UN,F,Age 18 - 25,1
Cabarrus,voter,189,DEM,M,UN,F,Age 26 - 40,3
Cabarrus,voter,395,UNA,U,NL,F,Age 26 - 40,1
Cabarrus,voter,137,REP,B,NL,M,Age Over 66,3
Cabarrus,voter,241,DEM,B,UN,M,Age Over 66,1
Cabarrus,voter,321,REP,W,NL,F,Age Over 66,90
Cabarrus,voter,136,DEM,U,NL,F,Age 41 - 65,1
Cabarrus,voter,135,UNA,O,NL,F,Age Over 66,2
Cabarrus,voter,138,REP,O,UN,F,Age 41 - 65,2
Cabarrus,voter,67,LIB,W,NL,F,Age 26 - 40,1
Cabarrus,voter,396,REP,W,UN,F,Age 41 - 65,12
Cabarrus,voter,193,DEM,B,NL,F,Age 26 - 40,66
Cabarrus,voter,134,UNA,O,HL,M,Age 18 - 25,2
Cabarrus,voter,136,UNA,B,NL,F,Age Over 66,3
Cabarrus,voter,66,REP,W,UN,M,Age Over 66,12
Cabarrus,voter,395,DEM,O,NL,M,Age 41 - 65,1
Cabarrus,voter,266,REP,W,NL,F,Age 18 - 25,21
Cabarrus,voter,395,LIB,W,NL,F,Age 41 - 65,1
Cabarrus,voter,293,UNA,B,NL,M,Age Over 66,2
Cabarrus,voter,190,DEM,B,UN,F,Age 26 - 40,8
Cabarrus,voter,67,UNA,O,HL,M,Age 26 - 40,1
Cabarrus,voter,190,UNA,W,NL,F,Age 41 - 65,68
Cabarrus,voter,402,UNA,W,HL,F,Age 41 - 65,1
Cabarrus,voter,62,REP,W,UN,F,Age 41 - 65,38
Cabarrus,voter,137,REP,O,HL,M,Age 41 - 65,5
Cabarrus,voter,135,REP,B,NL,M,Age 41 - 65,3
Cabarrus,voter,185,UNA,W,NL,F,Age 18 - 25,28
Cabarrus,voter,190,UNA,U,UN,U,Age 41 - 65,7
Cabarrus,voter,135,DEM,O,UN,M,Age 18 - 25,1
Cabarrus,voter,130,REP,U,UN,M,Age 18 - 25,1
Cabarrus,voter,138,DEM,I,NL,F,Age 41 - 65,2
Cabarrus,voter,68,DEM,M,NL,F,Age 41 - 65,2
Cabarrus,voter,396,DEM,B,UN,M,Age 41 - 65,19
Cabarrus,voter,321,REP,U,UN,U,Age 18 - 25,1
Cabarrus,voter,137,UNA,U,NL,F,Age 26 - 40,2
Cabarrus,voter,266,DEM,W,NL,F,Age 26 - 40,7
Cabarrus,voter,193,DEM,B,NL,M,Age 18 - 25,18
Cabarrus,voter,395,UNA,U,UN,U,Age 18 - 25,13
Cabarrus,voter,132,REP,M,HL,F,Age 18 - 25,1
Cabarrus,voter,220,REP,W,NL,M,Age 18 - 25,52
Cabarrus,voter,220,UNA,U,UN,F,Age 26 - 40,2
Cabarrus,voter,132,UNA,I,NL,F,Age 41 - 65,2
Cabarrus,voter,396,DEM,U,HL,F,Age 26 - 40,2
Cabarrus,voter,69,REP,W,NL,F,Age 18 - 25,17
Cabarrus,voter,345,DEM,B,NL,M,Age Over 66,17
Cabarrus,voter,190,UNA,U,UN,F,Age 41 - 65,5
Cabarrus,voter,138,UNA,U,UN,M,Age 18 - 25,2
Cabarrus,voter,398,REP,B,NL,M,Age 41 - 65,1
Cabarrus,voter,394,DEM,W,NL,M,Age 18 - 25,5
Cabarrus,voter,187,DEM,O,HL,F,Age 26 - 40,2
Cabarrus,voter,397,UNA,U,UN,F,Age Over 66,2
Cabarrus,voter,131,UNA,W,UN,F,Age 18 - 25,12
Cabarrus,voter,345,UNA,I,UN,F,Age 41 - 65,1
Cabarrus,voter,67,DEM,W,UN,F,Age 26 - 40,6
Cabarrus,voter,160,REP,B,NL,F,Age 41 - 65,2
Cabarrus,voter,69,DEM,U,UN,M,Age 26 - 40,1
Cabarrus,voter,67,REP,W,NL,F,Age 26 - 40,78
Cabarrus,voter,193,UNA,U,UN,U,Age 41 - 65,5
Cabarrus,voter,62,UNA,B,NL,F,Age Over 66,1
Cabarrus,voter,395,REP,W,UN,M,Age Over 66,4
Cabarrus,voter,376,UNA,W,UN,M,Age Over 66,7
Cabarrus,voter,70,UNA,U,UN,F,Age 41 - 65,3
Cabarrus,voter,190,UNA,B,NL,F,Age 26 - 40,5
Cabarrus,voter,70,DEM,O,UN,F,Age 18 - 25,1
Cabarrus,voter,401,UNA,O,NL,M,Age 41 - 65,1
Cabarrus,voter,70,REP,U,UN,U,Age Over 66,1
Cabarrus,voter,376,UNA,O,NL,M,Age Over 66,1
Cabarrus,voter,402,LIB,B,NL,F,Age 41 - 65,1
Cabarrus,voter,137,DEM,M,NL,F,Age 18 - 25,4
Cabarrus,voter,293,DEM,O,NL,F,Age 18 - 25,1
Cabarrus,voter,132,DEM,W,NL,M,Age 41 - 65,116
Cabarrus,voter,186,DEM,O,NL,F,Age 18 - 25,1
Cabarrus,voter,135,DEM,U,HL,F,Age 41 - 65,3
Cabarrus,voter,186,DEM,B,NL,M,Age 18 - 25,19
Cabarrus,voter,266,DEM,W,NL,M,Age 18 - 25,3
Cabarrus,voter,190,UNA,B,NL,M,Age 18 - 25,1
Cabarrus,voter,134,UNA,O,HL,F,Age 26 - 40,2
Cabarrus,voter,137,LIB,U,UN,U,Age 26 - 40,1
Cabarrus,voter,160,REP,U,NL,F,Age 41 - 65,1
Cabarrus,voter,394,DEM,W,NL,F,Age 26 - 40,9
Cabarrus,voter,132,DEM,M,UN,M,Age 26 - 40,1
Cabarrus,voter,137,DEM,A,UN,F,Age 41 - 65,10
Cabarrus,voter,138,DEM,A,UN,F,Age Over 66,2
Cabarrus,voter,401,DEM,B,NL,M,Age Over 66,18
Cabarrus,voter,375,UNA,O,NL,F,Age 26 - 40,5
Cabarrus,voter,345,UNA,B,UN,M,Age Over 66,2
Cabarrus,voter,134,DEM,W,UN,M,Age Over 66,2
Cabarrus,voter,321,UNA,W,NL,M,Age 41 - 65,132
Cabarrus,voter,405,UNA,O,HL,M,Age 18 - 25,1
Cabarrus,voter,132,REP,M,UN,F,Age 41 - 65,1
Cabarrus,voter,138,DEM,M,NL,F,Age 41 - 65,3
Cabarrus,voter,68,UNA,B,NL,M,Age Over 66,1
Cabarrus,voter,184,REP,B,NL,F,Age 26 - 40,3
Cabarrus,voter,62,DEM,W,HL,F,Age 26 - 40,1
Cabarrus,voter,134,UNA,U,UN,U,Age Over 66,1
Cabarrus,voter,62,REP,O,NL,M,Age 26 - 40,1
Cabarrus,voter,394,REP,W,NL,F,Age Over 66,16
Cabarrus,voter,396,REP,B,NL,M,Age 26 - 40,2
Cabarrus,voter,402,UNA,W,UN,F,Age Over 66,7
Cabarrus,voter,134,LIB,O,HL,M,Age 41 - 65,1
Cabarrus,voter,67,DEM,B,UN,F,Age 18 - 25,3
Cabarrus,voter,192,REP,W,UN,F,Age 26 - 40,25
Cabarrus,voter,136,UNA,A,NL,M,Age 41 - 65,1
Cabarrus,voter,404,UNA,W,UN,F,Age 18 - 25,4
Cabarrus,voter,137,REP,A,UN,U,Age 41 - 65,1
Cabarrus,voter,138,REP,W,UN,F,Age 26 - 40,47
Cabarrus,voter,184,REP,B,NL,M,Age 18 - 25,1
Cabarrus,voter,130,DEM,O,HL,M,Age 41 - 65,2
Cabarrus,voter,66,UNA,W,HL,M,Age Over 66,1
Cabarrus,voter,138,UNA,M,NL,F,Age 18 - 25,1
Cabarrus,voter,68,LIB,W,NL,F,Age 18 - 25,1
Cabarrus,voter,293,REP,O,NL,F,Age 41 - 65,1
Cabarrus,voter,321,REP,O,HL,F,Age 41 - 65,1
Cabarrus,voter,405,DEM,O,HL,F,Age 26 - 40,5
Cabarrus,voter,132,REP,W,NL,M,Age 41 - 65,483
Cabarrus,voter,188,UNA,B,HL,F,Age 26 - 40,1
Cabarrus,voter,376,DEM,M,HL,F,Age 18 - 25,1
Cabarrus,voter,192,REP,M,HL,M,Age 18 - 25,1
Cabarrus,voter,375,LIB,W,UN,F,Age 26 - 40,1
Cabarrus,voter,400,DEM,B,UN,U,Age 41 - 65,3
Cabarrus,voter,186,DEM,W,UN,M,Age 41 - 65,8
Cabarrus,voter,400,UNA,U,UN,M,Age 26 - 40,1
Cabarrus,voter,68,REP,M,HL,M,Age Over 66,1
Cabarrus,voter,64,REP,W,UN,M,Age 18 - 25,14
Cabarrus,voter,184,DEM,M,UN,M,Age 18 - 25,1
Cabarrus,voter,138,DEM,B,NL,F,Age 41 - 65,206
Cabarrus,voter,130,UNA,O,NL,M,Age 41 - 65,5
Cabarrus,voter,398,UNA,W,HL,M,Age 41 - 65,1
Cabarrus,voter,69,DEM,W,UN,F,Age 26 - 40,4
Cabarrus,voter,400,REP,O,HL,F,Age 41 - 65,2
Cabarrus,voter,401,DEM,O,HL,M,Age 18 - 25,4
Cabarrus,voter,186,REP,B,NL,F,Age Over 66,1
Cabarrus,voter,186,DEM,W,NL,M,Age 26 - 40,26
Cabarrus,voter,191,UNA,W,NL,F,Age 18 - 25,33
Cabarrus,voter,138,REP,U,HL,M,Age 41 - 65,1
Cabarrus,voter,185,DEM,W,HL,M,Age 41 - 65,2
Cabarrus,voter,135,UNA,O,UN,M,Age 18 - 25,2
Cabarrus,voter,135,UNA,M,NL,M,Age 26 - 40,1
Cabarrus,voter,160,LIB,O,NL,M,Age 41 - 65,1
Cabarrus,voter,321,DEM,B,NL,F,Age 41 - 65,7
Cabarrus,voter,134,UNA,M,UN,F,Age 18 - 25,1
Cabarrus,voter,189,DEM,W,UN,F,Age Over 66,2
Cabarrus,voter,130,REP,W,UN,M,Age 26 - 40,29
Cabarrus,voter,1,REP,W,NL,F,Age 41 - 65,5
Cabarrus,voter,64,REP,W,NL,F,Age 26 - 40,125
Cabarrus,voter,137,UNA,A,UN,U,Age 18 - 25,2
Cabarrus,voter,293,UNA,W,NL,F,Age 41 - 65,199
Cabarrus,voter,397,UNA,B,NL,F,Age 18 - 25,9
Cabarrus,voter,345,DEM,O,HL,M,Age 41 - 65,1
Cabarrus,voter,345,REP,U,NL,F,Age 26 - 40,1
Cabarrus,voter,399,REP,W,UN,M,Age Over 66,5
Cabarrus,voter,193,UNA,U,UN,F,Age 26 - 40,6
Cabarrus,voter,160,UNA,A,NL,F,Age 41 - 65,3
Cabarrus,voter,132,UNA,O,NL,F,Age 18 - 25,2
Cabarrus,voter,134,DEM,O,NL,M,Age 18 - 25,3
Cabarrus,voter,136,REP,O,NL,M,Age 41 - 65,2
Cabarrus,voter,131,REP,U,HL,F,Age 18 - 25,1
Cabarrus,voter,375,UNA,O,NL,M,Age 18 - 25,4
Cabarrus,voter,189,DEM,B,UN,M,Age 26 - 40,17
Cabarrus,voter,405,DEM,U,HL,M,Age 18 - 25,1
Cabarrus,voter,134,REP,W,NL,M,Age 41 - 65,365
Cabarrus,voter,402,DEM,O,NL,F,Age Over 66,1
Cabarrus,voter,404,DEM,B,UN,F,Age 18 - 25,13
Cabarrus,voter,191,REP,U,UN,F,Age 26 - 40,1
Cabarrus,voter,185,REP,M,NL,F,Age 26 - 40,1
Cabarrus,voter,137,LIB,W,NL,M,Age 26 - 40,7
Cabarrus,voter,396,UNA,A,NL,M,Age 18 - 25,2
Cabarrus,voter,186,UNA,U,HL,F,Age 26 - 40,1
Cabarrus,voter,188,REP,I,NL,F,Age 41 - 65,1
Cabarrus,voter,191,UNA,B,NL,M,Age 18 - 25,2
Cabarrus,voter,398,UNA,O,UN,F,Age 26 - 40,1
Cabarrus,voter,187,UNA,M,HL,F,Age 41 - 65,1
Cabarrus,voter,62,UNA,O,HL,M,Age 41 - 65,2
Cabarrus,voter,220,UNA,U,UN,U,Age Over 66,1
Cabarrus,voter,66,REP,W,UN,M,Age 26 - 40,21
Cabarrus,voter,399,DEM,O,HL,M,Age 26 - 40,1
Cabarrus,voter,397,REP,W,HL,M,Age 41 - 65,1
Cabarrus,voter,137,REP,U,HL,M,Age 41 - 65,3
Cabarrus,voter,395,DEM,O,HL,M,Age 18 - 25,14
Cabarrus,voter,189,UNA,W,UN,U,Age 18 - 25,2
Cabarrus,voter,138,UNA,B,NL,M,Age Over 66,2
Cabarrus,voter,293,DEM,W,NL,F,Age 18 - 25,17
Cabarrus,voter,160,REP,O,NL,F,Age 41 - 65,2
Cabarrus,voter,66,UNA,M,UN,F,Age 26 - 40,1
Cabarrus,voter,132,UNA,A,UN,F,Age 41 - 65,1
Cabarrus,voter,192,REP,W,UN,U,Age 41 - 65,4
Cabarrus,voter,193,DEM,A,UN,F,Age 41 - 65,3
Cabarrus,voter,403,REP,W,UN,F,Age 26 - 40,10
Cabarrus,voter,132,UNA,O,UN,F,Age 18 - 25,2
Cabarrus,voter,137,DEM,A,NL,M,Age 41 - 65,5
Cabarrus,voter,188,UNA,O,UN,F,Age 26 - 40,1
Cabarrus,voter,403,REP,W,UN,M,Age 18 - 25,2
Cabarrus,voter,67,DEM,U,HL,M,Age 41 - 65,1
Cabarrus,voter,193,DEM,W,HL,U,Age 18 - 25,1
Cabarrus,voter,189,DEM,B,UN,F,Age 18 - 25,11
Cabarrus,voter,220,LIB,A,UN,F,Age 41 - 65,1
Cabarrus,voter,404,LIB,U,UN,U,Age 26 - 40,1
Cabarrus,voter,66,DEM,B,NL,F,Age 26 - 40,47
Cabarrus,voter,397,UNA,O,NL,F,Age 26 - 40,1
Cabarrus,voter,399,DEM,B,UN,M,Age 41 - 65,24
Cabarrus,voter,403,REP,B,NL,F,Age 41 - 65,1
Cabarrus,voter,193,LIB,W,UN,M,Age 26 - 40,1
Cabarrus,voter,192,UNA,U,UN,F,Age Over 66,2
Cabarrus,voter,137,REP,A,UN,F,Age 26 - 40,1
Cabarrus,voter,398,DEM,O,NL,M,Age 26 - 40,1
Cabarrus,voter,396,UNA,W,HL,M,Age 26 - 40,1
Cabarrus,voter,345,DEM,M,NL,F,Age 26 - 40,2
Cabarrus,voter,396,UNA,W,UN,M,Age 26 - 40,8
Cabarrus,voter,136,UNA,W,UN,U,Age 41 - 65,1
Cabarrus,voter,131,LIB,W,NL,F,Age 41 - 65,2
Cabarrus,voter,185,UNA,U,UN,U,Age 41 - 65,11
Cabarrus,voter,66,DEM,B,UN,M,Age Over 66,4
Cabarrus,voter,192,REP,B,NL,M,Age 41 - 65,4
Cabarrus,voter,397,DEM,B,UN,M,Age 26 - 40,30
Cabarrus,voter,376,UNA,W,NL,M,Age Over 66,58
Cabarrus,voter,188,UNA,B,NL,M,Age 26 - 40,7
Cabarrus,voter,190,DEM,O,HL,F,Age 18 - 25,3
Cabarrus,voter,192,REP,M,UN,F,Age 41 - 65,1
Cabarrus,voter,405,DEM,O,UN,F,Age 26 - 40,1
Cabarrus,voter,62,UNA,W,NL,F,Age 41 - 65,143
Cabarrus,voter,395,DEM,B,NL,F,Age 26 - 40,72
Cabarrus,voter,345,DEM,W,NL,F,Age 41 - 65,176
Cabarrus,voter,160,REP,M,UN,U,Age 41 - 65,1
Cabarrus,voter,132,UNA,W,UN,U,Age Over 66,1
Cabarrus,voter,134,UNA,U,HL,F,Age 26 - 40,1
Cabarrus,voter,375,DEM,W,NL,F,Age Over 66,54
Cabarrus,voter,396,REP,O,NL,M,Age 26 - 40,1
Cabarrus,voter,68,DEM,O,HL,F,Age 18 - 25,3
Cabarrus,voter,396,UNA,W,HL,F,Age 18 - 25,2
Cabarrus,voter,395,DEM,O,HL,F,Age 26 - 40,6
Cabarrus,voter,191,REP,W,NL,M,Age 18 - 25,32
Cabarrus,voter,192,UNA,W,UN,F,Age Over 66,7
Cabarrus,voter,192,UNA,M,NL,F,Age 26 - 40,1
Cabarrus,voter,131,DEM,O,NL,M,Age 26 - 40,1
Cabarrus,voter,220,UNA,U,HL,F,Age 26 - 40,1
Cabarrus,voter,189,REP,B,UN,F,Age 18 - 25,1
Cabarrus,voter,160,UNA,W,NL,M,Age Over 66,64
Cabarrus,voter,67,UNA,W,UN,M,Age 18 - 25,6
Cabarrus,voter,376,REP,W,NL,M,Age 41 - 65,269
Cabarrus,voter,160,REP,W,UN,U,Age 18 - 25,1
Cabarrus,voter,404,DEM,W,NL,M,Age 41 - 65,38
Cabarrus,voter,190,REP,B,NL,F,Age 18 - 25,1
Cabarrus,voter,397,DEM,B,UN,F,Age 18 - 25,7
Cabarrus,voter,345,UNA,U,UN,M,Age Over 66,3
Cabarrus,voter,220,REP,U,UN,F,Age 41 - 65,2
Cabarrus,voter,185,DEM,O,NL,F,Age 26 - 40,1
Cabarrus,voter,131,DEM,U,NL,M,Age 26 - 40,1
Cabarrus,voter,401,UNA,O,UN,F,Age 41 - 65,1
Cabarrus,voter,345,UNA,W,UN,M,Age 41 - 65,52
Cabarrus,voter,375,LIB,U,UN,M,Age 26 - 40,1
Cabarrus,voter,345,REP,I,NL,M,Age 41 - 65,1
Cabarrus,voter,402,DEM,W,HL,F,Age 26 - 40,1
Cabarrus,voter,68,REP,W,UN,M,Age 26 - 40,31
Cabarrus,voter,62,DEM,B,UN,M,Age 41 - 65,9
Cabarrus,voter,68,UNA,W,HL,M,Age 18 - 25,2
Cabarrus,voter,66,DEM,W,HL,F,Age 18 - 25,2
Cabarrus,voter,293,UNA,M,NL,F,Age 26 - 40,1
Cabarrus,voter,402,REP,W,NL,M,Age 41 - 65,166
Cabarrus,voter,397,REP,B,NL,F,Age 26 - 40,2
Cabarrus,voter,405,UNA,U,UN,U,Age 18 - 25,3
Cabarrus,voter,186,UNA,W,HL,F,Age 26 - 40,1
Cabarrus,voter,131,UNA,O,HL,F,Age Over 66,1
Cabarrus,voter,131,UNA,U,UN,F,Age 18 - 25,5
Cabarrus,voter,395,DEM,I,UN,F,Age 26 - 40,1
Cabarrus,voter,137,REP,U,UN,F,Age 41 - 65,4
Cabarrus,voter,189,REP,O,HL,M,Age 41 - 65,1
Cabarrus,voter,68,UNA,W,HL,F,Age 26 - 40,4
Cabarrus,voter,66,UNA,W,NL,U,Age 41 - 65,1
Cabarrus,voter,398,UNA,M,HL,M,Age 18 - 25,1
Cabarrus,voter,192,DEM,W,NL,F,Age 26 - 40,24
Cabarrus,voter,184,DEM,B,UN,M,Age 18 - 25,12
Cabarrus,voter,400,REP,W,UN,M,Age 41 - 65,4
Cabarrus,voter,132,REP,O,UN,F,Age 41 - 65,2
Cabarrus,voter,66,REP,W,NL,F,Age 26 - 40,73
Cabarrus,voter,130,UNA,B,UN,F,Age Over 66,2
Cabarrus,voter,134,LIB,W,NL,M,Age 41 - 65,4
Cabarrus,voter,293,UNA,B,NL,F,Age 18 - 25,5
Cabarrus,voter,345,UNA,O,NL,F,Age 18 - 25,2
Cabarrus,voter,220,REP,U,UN,U,Age 41 - 65,3
Cabarrus,voter,405,UNA,M,NL,F,Age 26 - 40,3
Cabarrus,voter,397,DEM,M,NL,M,Age 18 - 25,1
Cabarrus,voter,193,REP,W,UN,F,Age 41 - 65,39
Cabarrus,voter,192,UNA,U,UN,U,Age 18 - 25,8
Cabarrus,voter,64,DEM,W,HL,F,Age 26 - 40,2
Cabarrus,voter,397,UNA,U,HL,F,Age 18 - 25,2
Cabarrus,voter,375,UNA,A,NL,M,Age 26 - 40,1
Cabarrus,voter,138,DEM,O,NL,F,Age 41 - 65,8
Cabarrus,voter,403,UNA,B,NL,F,Age 26 - 40,1
Cabarrus,voter,64,UNA,A,UN,M,Age 41 - 65,11
Cabarrus,voter,401,UNA,B,NL,F,Age 26 - 40,11
Cabarrus,voter,405,UNA,M,NL,M,Age 18 - 25,1
Cabarrus,voter,132,DEM,U,HL,M,Age 26 - 40,4
Cabarrus,voter,400,DEM,M,UN,F,Age 18 - 25,1
Cabarrus,voter,400,UNA,O,UN,M,Age 26 - 40,2
Cabarrus,voter,138,REP,O,HL,M,Age 41 - 65,3
Cabarrus,voter,345,LIB,W,UN,M,Age 26 - 40,2
Cabarrus,voter,220,UNA,W,UN,F,Age 41 - 65,18
Cabarrus,voter,401,DEM,U,UN,F,Age 18 - 25,1
Cabarrus,voter,375,UNA,U,HL,F,Age Over 66,1
Cabarrus,voter,401,DEM,W,HL,M,Age 26 - 40,2
Cabarrus,voter,394,DEM,M,NL,M,Age 41 - 65,1
Cabarrus,voter,185,UNA,U,HL,F,Age 26 - 40,1
Cabarrus,voter,187,REP,B,NL,M,Age 41 - 65,4
Cabarrus,voter,376,UNA,O,NL,F,Age 41 - 65,2
Cabarrus,voter,186,REP,W,NL,F,Age 41 - 65,180
Cabarrus,voter,394,REP,U,NL,M,Age Over 66,1
Cabarrus,voter,138,UNA,U,UN,U,Age 41 - 65,35
Cabarrus,voter,185,UNA,W,NL,M,Age 26 - 40,62
Cabarrus,voter,193,REP,W,NL,F,Age 41 - 65,307
Cabarrus,voter,187,REP,B,UN,F,Age 41 - 65,2
Cabarrus,voter,1,DEM,W,NL,M,Age 41 - 65,1
Cabarrus,voter,193,REP,W,UN,U,Age 26 - 40,1
Cabarrus,voter,132,UNA,A,NL,M,Age 41 - 65,4
Cabarrus,voter,135,UNA,U,UN,M,Age 18 - 25,1
Cabarrus,voter,376,UNA,W,HL,M,Age 18 - 25,1
Cabarrus,voter,135,DEM,A,UN,F,Age 26 - 40,4
Cabarrus,voter,395,DEM,B,UN,U,Age 41 - 65,4
Cabarrus,voter,132,DEM,B,NL,F,Age 18 - 25,37
Cabarrus,voter,396,REP,A,NL,M,Age 41 - 65,2
Cabarrus,voter,405,REP,W,NL,M,Age Over 66,50
Cabarrus,voter,193,UNA,U,UN,M,Age 18 - 25,1
Cabarrus,voter,69,REP,W,NL,M,Age 26 - 40,35
Cabarrus,voter,184,UNA,B,NL,M,Age 41 - 65,18
Cabarrus,voter,189,UNA,W,UN,F,Age Over 66,4
Cabarrus,voter,130,UNA,O,HL,M,Age 26 - 40,3
Cabarrus,voter,64,UNA,U,UN,F,Age 18 - 25,3
Cabarrus,voter,401,REP,B,UN,F,Age 41 - 65,1
Cabarrus,voter,403,DEM,W,HL,M,Age 26 - 40,1
Cabarrus,voter,397,UNA,O,HL,F,Age 18 - 25,2
Cabarrus,voter,400,REP,W,NL,F,Age Over 66,1
Cabarrus,voter,70,DEM,M,UN,M,Age 41 - 65,3
Cabarrus,voter,62,DEM,M,HL,M,Age 18 - 25,1
Cabarrus,voter,395,REP,U,UN,M,Age Over 66,1
Cabarrus,voter,66,UNA,A,NL,F,Age 26 - 40,5
